Account Number,Suite,House Number,Street Name,Garage,Neighbourhood ID,Neighbourhood,Ward,Assessed Value,Latitude,Longitude,Point Location,Assessment Class % 1,Assessment Class % 2,Assessment Class % 3,Assessment Class 1,Assessment Class 2,Assessment Class 3
1108646,,15205,76 AVENUE NW,Y,4430,RIO TERRACE,sipiwiyiniwak Ward,474000,53.50820596,-113.583616,POINT (-113.5836159751908 53.50820596441127),100,,,RESIDENTIAL,,
1301191,,9325,151 STREET NW,Y,4500,SHERWOOD,sipiwiyiniwak Ward,315000,53.52926719,-113.5810568,POINT (-113.58105683743067 53.529267191379596),100,,,RESIDENTIAL,,
1194448,,15611,83 STREET NW,N,2050,BELLE RIVE,tastawiyiniwak Ward,272000,53.61676967,-113.4679759,POINT (-113.46797587041985 53.616769673113915),100,,,RESIDENTIAL,,
1176163,,16504,85 AVENUE NW,Y,4140,ELMWOOD,sipiwiyiniwak Ward,329500,53.51882563,-113.6068681,POINT (-113.60686805726411 53.51882562666641),100,,,RESIDENTIAL,,
1017060,,42,WOLF CRESCENT NW,Y,4610,WESTRIDGE,sipiwiyiniwak Ward,643000,53.50589024,-113.5983279,POINT (-113.59832790677727 53.505890242539365),100,,,RESIDENTIAL,,
1046408,,7527,152B AVENUE NW,Y,2410,KILKENNY,tastawiyiniwak Ward,323500,53.61429119,-113.458346,POINT (-113.45834598042437 53.614291188151164),100,,,RESIDENTIAL,,
1247410,206,1624,48 STREET NW,N,6580,POLLARD MEADOWS,Sspomitapi Ward,64500,53.44606656,-113.4142418,POINT (-113.41424184432313 53.446066561734504),100,,,RESIDENTIAL,,
1208610,,7313,183B STREET NW,Y,4270,LYMBURN,sipiwiyiniwak Ward,328000,53.50741526,-113.640132,POINT (-113.6401320422216 53.50741526323006),100,,,RESIDENTIAL,,
1125020,,15222,85 AVENUE NW,Y,4280,LYNNWOOD,sipiwiyiniwak Ward,434000,53.51797229,-113.5838222,POINT (-113.58382217088719 53.51797229101322),100,,,RESIDENTIAL,,
1256890,,110,CENTENNIAL COURT NW,N,4060,BRITANNIA YOUNGSTOWN,Nakota Isga Ward,192000,53.54767181,-113.6105138,POINT (-113.61051384692745 53.54767180705669),100,,,RESIDENTIAL,,
1120070,,22904,112 AVENUE NW,N,4670,WINTERBURN INDUSTRIAL AREA WEST,Nakota Isga Ward,1352500,53.56060109,-113.7111314,POINT (-113.71113136223939 53.56060108850401),100,,,COMMERCIAL,,
1219922,,9204,169 STREET NW,Y,4590,WEST MEADOWLARK PARK,sipiwiyiniwak Ward,365500,53.5272025,-113.6144256,POINT (-113.61442561875499 53.52720250004709),100,,,RESIDENTIAL,,
1275817,,9316,155 STREET NW,Y,4500,SHERWOOD,sipiwiyiniwak Ward,255000,53.52885915,-113.5890633,POINT (-113.58906326307692 53.52885915210943),100,,,RESIDENTIAL,,
1259324,405,3403,18 AVENUE NW,N,6150,DALY GROVE,Sspomitapi Ward,65500,53.44743961,-113.3945766,POINT (-113.39457660204833 53.44743961052835),100,,,RESIDENTIAL,,
1196823,,8412,156 AVENUE NW,N,2050,BELLE RIVE,tastawiyiniwak Ward,276000,53.61677021,-113.4725066,POINT (-113.4725065558441 53.61677021061835),100,,,RESIDENTIAL,,
1174242,,18955,80 AVENUE NW,Y,4020,ALDERGROVE,Nakota Isga Ward,397000,53.5138571,-113.6518157,POINT (-113.65181574734535 53.51385709840949),100,,,RESIDENTIAL,,
1028422,17,10453,20 AVENUE NW,N,5250,KEHEEWIN,Ipiihkoohkanipiaohtsi Ward,199500,53.44972173,-113.4984876,POINT (-113.49848762659067 53.44972172727261),100,,,RESIDENTIAL,,
1010545,,77,WESTRIDGE ROAD NW,Y,4610,WESTRIDGE,sipiwiyiniwak Ward,829500,53.50690628,-113.6126637,POINT (-113.61266367166097 53.506906281253315),100,,,RESIDENTIAL,,
1327071,206,13806,24 STREET NW,N,2030,BANNERMAN,Dene Ward,66500,53.60032965,-113.380082,POINT (-113.38008200076702 53.60032965434167),100,,,RESIDENTIAL,,
1057512,,328,KIRKPATRICK CRESCENT NW,Y,6370,KINISKI GARDENS,Sspomitapi Ward,315500,53.48067935,-113.4016241,POINT (-113.40162413023684 53.48067934587116),100,,,RESIDENTIAL,,
1008861,,8628,152B AVENUE NW,Y,2260,EVANSDALE,tastawiyiniwak Ward,338500,53.61549946,-113.4737718,POINT (-113.4737718142674 53.61549946304436),100,,,RESIDENTIAL,,
1286558,,9601,154 STREET NW,Y,4580,WEST JASPER PLACE,Nakota Isga Ward,581500,53.53323418,-113.5863145,POINT (-113.58631450893128 53.53323417508674),100,,,RESIDENTIAL,,
1091461,,16531,78 AVENUE NW,Y,4390,PATRICIA HEIGHTS,sipiwiyiniwak Ward,447000,53.51106911,-113.607924,POINT (-113.60792396870012 53.51106911300262),100,,,RESIDENTIAL,,
1144559,,8110,158 STREET NW,Y,4280,LYNNWOOD,sipiwiyiniwak Ward,340500,53.51603212,-113.5955873,POINT (-113.59558725392158 53.51603212230452),100,,,RESIDENTIAL,,
1036169,,17916,95 STREET NW,Y,2450,LAGO LINDO,tastawiyiniwak Ward,408500,53.6415434,-113.4884172,POINT (-113.48841722285957 53.641543404455845),100,,,RESIDENTIAL,,
1320480,,9715,161 STREET NW,N,4180,GLENWOOD,Nakota Isga Ward,234500,53.53521533,-113.5986056,POINT (-113.59860564559655 53.53521532656201),100,,,RESIDENTIAL,,
1355668,305,2608,139 AVENUE NW,N,2030,BANNERMAN,Dene Ward,70500,53.60308934,-113.3828776,POINT (-113.38287756965815 53.60308934454517),100,,,RESIDENTIAL,,
1037316,,18019,96 STREET NW,Y,2450,LAGO LINDO,tastawiyiniwak Ward,436000,53.64220027,-113.489535,POINT (-113.48953503039907 53.64220026694526),100,,,RESIDENTIAL,,
1155514,,4186,93 STREET NW,N,6700,STRATHCONA INDUSTRIAL PARK,Karhiio Ward,531500,53.47855177,-113.4730461,POINT (-113.4730460548284 53.47855177321394),100,,,COMMERCIAL,,
1246099,401,1628,48 STREET NW,N,6580,POLLARD MEADOWS,Sspomitapi Ward,87500,53.44606656,-113.4142418,POINT (-113.41424184432313 53.446066561734504),100,,,RESIDENTIAL,,
1030568,18,10160,119 STREET NW,N,1150,OLIVER,O-day'min Ward,192000,53.54226424,-113.5273472,POINT (-113.5273471571312 53.54226423602291),100,,,RESIDENTIAL,,
1208677,,7305,183B STREET NW,Y,4270,LYMBURN,sipiwiyiniwak Ward,310500,53.50696737,-113.6400368,POINT (-113.64003678505773 53.50696737491985),100,,,RESIDENTIAL,,
1308097,115,2908,116A AVENUE NW,N,2660,RUNDLE HEIGHTS,Métis Ward,84000,53.56948141,-113.3880809,POINT (-113.38808091818993 53.56948140863039),100,,,RESIDENTIAL,,
1308964,,9508,149 STREET NW,N,4580,WEST JASPER PLACE,Nakota Isga Ward,4387000,53.53188331,-113.5785363,POINT (-113.57853627250746 53.53188331030597),100,,,COMMERCIAL,,
1051879,,115,KIRKWOOD WAY NW,N,6370,KINISKI GARDENS,Sspomitapi Ward,260000,53.48229742,-113.3957552,POINT (-113.39575523922075 53.48229742286612),100,,,RESIDENTIAL,,
1267624,,9012,151 STREET NW,Y,4230,JASPER PARK,sipiwiyiniwak Ward,279500,53.52353084,-113.5820453,POINT (-113.58204533241779 53.52353083585309),100,,,RESIDENTIAL,,
1173756,,18723,80 AVENUE NW,Y,4020,ALDERGROVE,Nakota Isga Ward,404000,53.51290892,-113.6447486,POINT (-113.64474860505509 53.51290891573147),100,,,RESIDENTIAL,,
1017987,,1031,107 STREET NW,Y,5030,BEARSPAW,Ipiihkoohkanipiaohtsi Ward,578500,53.44082974,-113.5012058,POINT (-113.50120584528592 53.44082974050507),100,,,RESIDENTIAL,,
1157239,,8103,161 STREET NW,Y,4140,ELMWOOD,sipiwiyiniwak Ward,329000,53.51544093,-113.5992651,POINT (-113.59926514031076 53.5154409284872),100,,,RESIDENTIAL,,
1153790,100,17505,107 AVENUE NW,N,4300,MCNAMARA INDUSTRIAL,Nakota Isga Ward,991500,53.55286244,-113.6224015,POINT (-113.62240152168432 53.55286243969551),100,,,COMMERCIAL,,
1284975,1104,9816,112 STREET NW,N,1150,OLIVER,O-day'min Ward,205000,53.53612037,-113.5144923,POINT (-113.51449232375236 53.53612037305204),100,,,RESIDENTIAL,,
1233865,606,10149,SASKATCHEWAN DRIVE NW,N,5480,STRATHCONA,papastew Ward,149000,53.52349869,-113.4938708,POINT (-113.49387075218355 53.52349869022008),100,,,RESIDENTIAL,,
1074723,,2470,76 AVENUE NW,N,6690,SOUTHEAST INDUSTRIAL,Sspomitapi Ward,10000,53.5134142,-113.3811775,POINT (-113.38117747399701 53.513414201008004),100,,,COMMERCIAL,,
1033273,,8331,80 AVENUE NW,Y,6360,KING EDWARD PARK,Métis Ward,349000,53.51581717,-113.4567278,POINT (-113.45672784205254 53.51581716581189),100,,,RESIDENTIAL,,
1122936,,10950,ELLERSLIE ROAD SW,N,5451,RICHFORD,Ipiihkoohkanipiaohtsi Ward,6057000,53.42650492,-113.5132621,POINT (-113.5132621071724 53.42650492268413),100,,,COMMERCIAL,,
1149293,,15707,79A AVENUE NW,Y,4280,LYNNWOOD,sipiwiyiniwak Ward,358000,53.51264933,-113.5946646,POINT (-113.59466463349125 53.512649326659705),100,,,RESIDENTIAL,,
1055946,,3818,41 AVENUE NW,Y,6370,KINISKI GARDENS,Sspomitapi Ward,327000,53.47716042,-113.4011343,POINT (-113.40113433543625 53.4771604177138),100,,,RESIDENTIAL,,
1190883,,9124,176 AVENUE NW,Y,2450,LAGO LINDO,tastawiyiniwak Ward,383500,53.63866249,-113.4812212,POINT (-113.48122118865446 53.63866248988951),100,,,RESIDENTIAL,,
1050285,,3810,144 AVENUE NW,N,2430,KIRKNESS,Dene Ward,52500,53.60984897,-113.3981521,POINT (-113.39815206683873 53.609848972697236),100,,,COMMERCIAL,,
1241033,25,2204,118 STREET NW,N,5460,SKYRATTLER,Ipiihkoohkanipiaohtsi Ward,186500,53.45276525,-113.5313903,POINT (-113.53139026263788 53.45276524663606),100,,,RESIDENTIAL,,
1084078,,,,N,1150,OLIVER,O-day'min Ward,8000,53.54077191,-113.532136,POINT (-113.5321360279101 53.540771906982826),100,,,RESIDENTIAL,,
1066018,,16340,MARK MESSIER TRAIL NW,N,,,,76000,53.6164752,-113.6056982,POINT (-113.60569819697328 53.616475202974364),100,,,RESIDENTIAL,,
1284900,,9945,154 STREET NW,N,4580,WEST JASPER PLACE,Nakota Isga Ward,264000,53.53897988,-113.5863053,POINT (-113.58630533722749 53.53897987582713),100,,,RESIDENTIAL,,
1100403,,18607,25 STREET NE,N,2690,RURAL NORTH EAST SOUTH STURGEON,Dene Ward,192000,53.64215004,-113.2929034,POINT (-113.29290343212428 53.64215004438375),100,,,RESIDENTIAL,,
1124049,15,10032,113 STREET NW,N,1150,OLIVER,O-day'min Ward,235000,53.53987246,-113.5163151,POINT (-113.5163150837986 53.53987246314568),100,,,RESIDENTIAL,,
1196625,,16010,87A AVENUE NW,Y,4310,MEADOWLARK PARK,sipiwiyiniwak Ward,351500,53.52067686,-113.5992918,POINT (-113.59929175244778 53.520676864352545),100,,,RESIDENTIAL,,
1173335,,17431,92 AVENUE NW,N,4520,SUMMERLEA,sipiwiyiniwak Ward,206500,53.52696139,-113.6213515,POINT (-113.62135154104847 53.526961387626166),100,,,RESIDENTIAL,,
1206879,,15926,92 AVENUE NW,Y,4310,MEADOWLARK PARK,sipiwiyiniwak Ward,408000,53.52695596,-113.5966412,POINT (-113.59664121299416 53.52695595784382),100,,,RESIDENTIAL,,
1350842,,10011,167 STREET NW,N,4180,GLENWOOD,Nakota Isga Ward,820000,53.53974921,-113.6088289,POINT (-113.60882891675196 53.539749211207166),100,,,COMMERCIAL,,
1322726,,9640,156 STREET NW,N,4180,GLENWOOD,Nakota Isga Ward,3208000,53.5342665,-113.5908309,POINT (-113.590830866836 53.53426650413233),100,,,OTHER RESIDENTIAL,,
1142918,,7011,189 STREET NW,Y,4270,LYMBURN,sipiwiyiniwak Ward,367500,53.50414206,-113.6495412,POINT (-113.64954124055362 53.504142061212406),100,,,RESIDENTIAL,,
1195593,,8314,157 AVENUE NW,N,2050,BELLE RIVE,tastawiyiniwak Ward,291500,53.61796996,-113.4690588,POINT (-113.46905881821715 53.61796996442257),100,,,RESIDENTIAL,,
1336502,,9804,167 STREET NW,Y,4180,GLENWOOD,Nakota Isga Ward,315000,53.53592476,-113.6105155,POINT (-113.61051548392369 53.535924759773486),100,,,RESIDENTIAL,,
1074897,,1904,80 AVENUE NW,N,6690,SOUTHEAST INDUSTRIAL,Sspomitapi Ward,3105500,53.51670121,-113.3744707,POINT (-113.37447070188317 53.51670121011593),100,,,COMMERCIAL,,
1083203,,,,N,1150,OLIVER,O-day'min Ward,8000,53.54077191,-113.532136,POINT (-113.5321360279101 53.540771906982826),100,,,RESIDENTIAL,,
1319599,105,10136,160 STREET NW,N,4060,BRITANNIA YOUNGSTOWN,Nakota Isga Ward,94500,53.54205924,-113.5969125,POINT (-113.59691253943544 53.54205923616651),100,,,RESIDENTIAL,,
1029354,11,2020,105 STREET NW,N,5250,KEHEEWIN,Ipiihkoohkanipiaohtsi Ward,207000,53.45158552,-113.5024809,POINT (-113.50248090236477 53.451585517908704),100,,,RESIDENTIAL,,
1046531,,15243,75 STREET NW,Y,2410,KILKENNY,tastawiyiniwak Ward,415500,53.61502893,-113.456772,POINT (-113.45677201565525 53.61502892958183),100,,,RESIDENTIAL,,
1273325,,9832,155 STREET NW,Y,4580,WEST JASPER PLACE,Nakota Isga Ward,278500,53.53715746,-113.5890494,POINT (-113.58904938078338 53.53715745783686),100,,,RESIDENTIAL,,
1203025,312,2624,MILL WOODS ROAD EAST NW,N,6770,WEINLOS,Sspomitapi Ward,95000,53.45885364,-113.408218,POINT (-113.40821799717817 53.45885364204667),100,,,RESIDENTIAL,,
1208255,,7316,183B STREET NW,Y,4270,LYMBURN,sipiwiyiniwak Ward,321500,53.50763244,-113.6413968,POINT (-113.64139676197611 53.5076324436831),100,,,RESIDENTIAL,,
1157858,,5880,56 AVENUE NW,N,6640,ROPER INDUSTRIAL,Karhiio Ward,4604500,53.4932498,-113.4231428,POINT (-113.42314279628421 53.493249795966825),100,,,COMMERCIAL,,
1277912,101,3404,18 AVENUE NW,N,6150,DALY GROVE,Sspomitapi Ward,68000,53.44798112,-113.3946058,POINT (-113.39460577652146 53.44798111954748),100,,,RESIDENTIAL,,
1163203,,7907,164 STREET NW,Y,4140,ELMWOOD,sipiwiyiniwak Ward,345000,53.51304953,-113.6037025,POINT (-113.60370252910553 53.51304952772985),100,,,RESIDENTIAL,,
1326974,109,13806,24 STREET NW,N,2030,BANNERMAN,Dene Ward,65500,53.60032965,-113.380082,POINT (-113.38008200076702 53.60032965434167),100,,,RESIDENTIAL,,
1331966,,9847,167 STREET NW,Y,4180,GLENWOOD,Nakota Isga Ward,297000,53.53762795,-113.6095714,POINT (-113.60957139122547 53.537627948149584),100,,,RESIDENTIAL,,
1117944,,10510,205 STREET NW,N,4650,WINTERBURN INDUSTRIAL AREA EAST,Nakota Isga Ward,861000,53.54878277,-113.6757036,POINT (-113.67570359648752 53.54878277360005),100,,,COMMERCIAL,,
1009588,,925,RICE ROAD NW,Y,5350,RHATIGAN RIDGE,pihêsiwin Ward,505000,53.47877258,-113.5864292,POINT (-113.58642916834148 53.47877257613045),100,,,RESIDENTIAL,,
1015684,,10650,11 AVENUE NW,Y,5030,BEARSPAW,Ipiihkoohkanipiaohtsi Ward,483500,53.44230125,-113.5001077,POINT (-113.50010771828642 53.44230125298061),100,,,RESIDENTIAL,,
1105410,,23503,50 STREET NW,N,2681,EDMONTON ENERGY AND TECHNOLOGY PARK,Dene Ward,48000,53.69774415,-113.4117858,POINT (-113.41178575035092 53.697744148600705),100,,,FARMLAND,,
1316256,,9622,162 STREET NW,Y,4180,GLENWOOD,Nakota Isga Ward,275500,53.53383198,-113.6013722,POINT (-113.60137221430315 53.5338319837048),100,,,RESIDENTIAL,,
1006626,213,14004,26 STREET NW,N,2030,BANNERMAN,Dene Ward,89000,53.60421141,-113.3828356,POINT (-113.38283560734844 53.60421140685391),100,,,RESIDENTIAL,,
1081595,,,,N,1150,OLIVER,O-day'min Ward,8000,53.54077191,-113.532136,POINT (-113.5321360279101 53.540771906982826),100,,,RESIDENTIAL,,
1309475,D,2908,116A AVENUE NW,N,2660,RUNDLE HEIGHTS,Métis Ward,75000,53.56948141,-113.3880809,POINT (-113.38808091818993 53.56948140863039),100,,,RESIDENTIAL,,
1082841,,,,N,1150,OLIVER,O-day'min Ward,8000,53.54077191,-113.532136,POINT (-113.5321360279101 53.540771906982826),100,,,RESIDENTIAL,,
1051887,,117,KIRKWOOD WAY NW,Y,6370,KINISKI GARDENS,Sspomitapi Ward,323500,53.4823817,-113.3957556,POINT (-113.39575560988096 53.48238170446474),100,,,RESIDENTIAL,,
1306513,206,11848,87 STREET NW,N,1100,EASTWOOD,Métis Ward,66500,53.57114551,-113.4749088,POINT (-113.47490878942168 53.5711455053695),100,,,RESIDENTIAL,,
1331677,,9707,167 STREET NW,Y,4180,GLENWOOD,Nakota Isga Ward,330000,53.53521982,-113.6097608,POINT (-113.60976079526965 53.5352198225327),100,,,RESIDENTIAL,,
1088749,,16004,PATRICIA DRIVE NW,Y,4390,PATRICIA HEIGHTS,sipiwiyiniwak Ward,569000,53.50943253,-113.599287,POINT (-113.59928697263534 53.50943252754738),100,,,RESIDENTIAL,,
1207851,,7509,184 STREET NW,Y,4270,LYMBURN,sipiwiyiniwak Ward,290500,53.50838561,-113.6413786,POINT (-113.64137862120083 53.50838560999993),100,,,RESIDENTIAL,,
1158880,,8006,162 STREET NW,Y,4140,ELMWOOD,sipiwiyiniwak Ward,333000,53.51408472,-113.6015522,POINT (-113.60155218569132 53.514084721405986),100,,,RESIDENTIAL,,
1094010,,732,HENDRA CRESCENT NW,Y,5230,HENDERSON ESTATES,pihêsiwin Ward,564000,53.46661224,-113.5962925,POINT (-113.59629245877784 53.46661224182836),100,,,RESIDENTIAL,,
1091297,,14648,54 STREET NW,N,2130,CASSELMAN,Dene Ward,165500,53.60977005,-113.4227675,POINT (-113.4227674575067 53.609770050225286),100,,,RESIDENTIAL,,
1174507,,8119,188A STREET NW,Y,4020,ALDERGROVE,Nakota Isga Ward,430500,53.51518125,-113.6478779,POINT (-113.64787790126091 53.51518125488626),100,,,RESIDENTIAL,,
1112366,,15106,RIO TERRACE DRIVE NW,Y,4430,RIO TERRACE,sipiwiyiniwak Ward,748000,53.5064782,-113.5824741,POINT (-113.58247411277091 53.50647819746841),100,,,RESIDENTIAL,,
1159334,,8204,162 STREET NW,Y,4140,ELMWOOD,sipiwiyiniwak Ward,369500,53.51621075,-113.6018496,POINT (-113.60184964868209 53.51621074549931),100,,,RESIDENTIAL,,
1018100,,6926,121 AVENUE NW,N,2550,MONTROSE,Métis Ward,1838500,53.57549049,-113.4485512,POINT (-113.44855122013901 53.57549049052112),100,,,COMMERCIAL,,
1175090,,18932,80 AVENUE NW,Y,4020,ALDERGROVE,Nakota Isga Ward,389500,53.51374103,-113.6505612,POINT (-113.65056120141344 53.513741025636385),100,,,RESIDENTIAL,,
1216530,,8704,163 STREET NW,Y,4590,WEST MEADOWLARK PARK,sipiwiyiniwak Ward,326500,53.52014067,-113.6033739,POINT (-113.60337388257534 53.52014066637477),100,,,RESIDENTIAL,,
1055219,,3525,41 AVENUE NW,Y,6370,KINISKI GARDENS,Sspomitapi Ward,327000,53.47596073,-113.3960897,POINT (-113.3960897460955 53.47596073379499),100,,,RESIDENTIAL,,
1119890,,22644,112 AVENUE NW,N,4670,WINTERBURN INDUSTRIAL AREA WEST,Nakota Isga Ward,2049000,53.56061634,-113.706972,POINT (-113.70697198961763 53.56061633676283),100,,,COMMERCIAL,,
1103795,,23505,34 STREET NW,N,2681,EDMONTON ENERGY AND TECHNOLOGY PARK,Dene Ward,5500,53.69638895,-113.3812316,POINT (-113.38123158716682 53.69638895255329),100,,,RESIDENTIAL,,
1324680,,10922,120 STREET NW,N,1180,QUEEN MARY PARK,O-day'min Ward,2968000,53.55622384,-113.52986,POINT (-113.52985995062107 53.55622383991736),100,,,COMMERCIAL,,
1175520,,16415,115 STREET NW,N,3180,DUNLUCE,Anirniq Ward,171000,53.62560481,-113.5219638,POINT (-113.5219637567292 53.625604811329936),100,,,RESIDENTIAL,,
1317544,,9738,159 STREET NW,Y,4180,GLENWOOD,Nakota Isga Ward,503500,53.53586849,-113.5960746,POINT (-113.59607457161583 53.53586849444183),100,,,RESIDENTIAL,,
1083278,,15608,75 AVENUE NW,Y,4390,PATRICIA HEIGHTS,sipiwiyiniwak Ward,509500,53.50729663,-113.5910251,POINT (-113.5910250829118 53.50729663121163),100,,,RESIDENTIAL,,
1214576,,,,N,1070,CROMDALE,Métis Ward,8000,53.55591201,-113.4703111,POINT (-113.47031114606736 53.55591201019),100,,,RESIDENTIAL,,
1203496,,15829,94A AVENUE NW,Y,4310,MEADOWLARK PARK,sipiwiyiniwak Ward,374500,53.53046823,-113.5953684,POINT (-113.59536840179233 53.53046822906812),100,,,RESIDENTIAL,,
1063288,,,,N,5200,GARNEAU,papastew Ward,5500,53.51937213,-113.5186003,POINT (-113.51860032581321 53.519372127196945),100,,,RESIDENTIAL,,
1010974,,222,RHATIGAN ROAD WEST NW,Y,5350,RHATIGAN RIDGE,pihêsiwin Ward,557000,53.4771489,-113.5872123,POINT (-113.58721232062588 53.47714889733214),100,,,RESIDENTIAL,,
1159318,17,14511,52 STREET NW,N,2130,CASSELMAN,Dene Ward,166500,53.60752846,-113.4188,POINT (-113.4187999843079 53.60752846113511),100,,,RESIDENTIAL,,
1128172,,8302,151 STREET NW,Y,4280,LYNNWOOD,sipiwiyiniwak Ward,392500,53.51623349,-113.5813826,POINT (-113.58138263163305 53.51623348512763),100,,,RESIDENTIAL,,
1055854,,4211,40 AVENUE NW,Y,6370,KINISKI GARDENS,Sspomitapi Ward,359000,53.47595601,-113.4047949,POINT (-113.40479488348687 53.47595600736266),100,,,RESIDENTIAL,,
1233691,403,10149,SASKATCHEWAN DRIVE NW,N,5480,STRATHCONA,papastew Ward,181500,53.52349869,-113.4938708,POINT (-113.49387075218355 53.52349869022008),100,,,RESIDENTIAL,,
1178284,PTHS5,10135,SASKATCHEWAN DRIVE NW,N,5480,STRATHCONA,papastew Ward,234500,53.52417325,-113.4926579,POINT (-113.4926579174034 53.5241732479624),100,,,RESIDENTIAL,,
1103779,,23650,18 STREET NW,Y,2681,EDMONTON ENERGY AND TECHNOLOGY PARK,Dene Ward,507000,53.69518519,-113.3749168,POINT (-113.37491680547986 53.69518518625886),98,2,,RESIDENTIAL,FARMLAND,
1017557,,1026,106 STREET NW,Y,5030,BEARSPAW,Ipiihkoohkanipiaohtsi Ward,422000,53.44036694,-113.4999836,POINT (-113.49998360200917 53.44036693964955),100,,,RESIDENTIAL,,
1036755,,9340,180A AVENUE NW,Y,2450,LAGO LINDO,tastawiyiniwak Ward,352000,53.64314796,-113.4862299,POINT (-113.48622989304931 53.6431479638502),100,,,RESIDENTIAL,,
1039338,8,11824,86 STREET NW,N,1100,EASTWOOD,Métis Ward,80000,53.57112341,-113.4731316,POINT (-113.47313156624024 53.57112341384843),100,,,RESIDENTIAL,,
1011576,,105,ROCHE CRESCENT NW,Y,5350,RHATIGAN RIDGE,pihêsiwin Ward,533000,53.47563249,-113.5892022,POINT (-113.58920220923058 53.47563248691101),100,,,RESIDENTIAL,,
1044361,1402,10045,117 STREET NW,N,1150,OLIVER,O-day'min Ward,185000,53.54005148,-113.5226128,POINT (-113.52261283073618 53.540051481661735),100,,,RESIDENTIAL,,
1285246,210,10145,121 STREET NW,N,1150,OLIVER,O-day'min Ward,95000,53.5421619,-113.5301833,POINT (-113.53018329065722 53.542161896253226),100,,,RESIDENTIAL,,
1152438,,16109,84 AVENUE NW,Y,4140,ELMWOOD,sipiwiyiniwak Ward,324000,53.51749619,-113.6008261,POINT (-113.60082612967854 53.517496193866954),100,,,RESIDENTIAL,,
1013531,,1059,105 STREET NW,Y,5030,BEARSPAW,Ipiihkoohkanipiaohtsi Ward,444500,53.44185629,-113.4977862,POINT (-113.49778621421396 53.44185628812949),100,,,RESIDENTIAL,,
1059831,,,,N,1150,OLIVER,O-day'min Ward,8000,53.53925221,-113.5224066,POINT (-113.52240662024641 53.53925221051035),100,,,RESIDENTIAL,,
1167949,,7251,180 STREET NW,N,4270,LYMBURN,sipiwiyiniwak Ward,161000,53.50606878,-113.6325392,POINT (-113.63253922789065 53.506068779246334),100,,,RESIDENTIAL,,
1307693,,12139,160 STREET NW,N,4190,HAWIN PARK ESTATE INDUSTRIAL,Nakota Isga Ward,36000,53.57558119,-113.5961715,POINT (-113.59617147208742 53.57558119385526),100,,,COMMERCIAL,,
1088624,,15940,PATRICIA DRIVE NW,Y,4390,PATRICIA HEIGHTS,sipiwiyiniwak Ward,483000,53.5090353,-113.5975762,POINT (-113.59757619558417 53.50903529777883),100,,,RESIDENTIAL,,
1098821,,18513,95A AVENUE NW,N,4240,LA PERLE,Nakota Isga Ward,299500,53.53021298,-113.6437658,POINT (-113.64376576473583 53.53021297566574),100,,,RESIDENTIAL,,
1142033,,15719,84 AVENUE NW,Y,4280,LYNNWOOD,sipiwiyiniwak Ward,367500,53.51715412,-113.5936323,POINT (-113.59363234518082 53.51715412219389),100,,,RESIDENTIAL,,
1045384,,790,SADDLEBACK ROAD NW,N,5060,BLUE QUILL,Ipiihkoohkanipiaohtsi Ward,232500,53.45479607,-113.5266531,POINT (-113.5266530899039 53.45479607423237),100,,,RESIDENTIAL,,
1103993,,7617,153 STREET NW,Y,4430,RIO TERRACE,sipiwiyiniwak Ward,469000,53.51004315,-113.584195,POINT (-113.58419502051011 53.51004314547951),100,,,RESIDENTIAL,,
1256643,,8742,153 STREET NW,Y,4230,JASPER PARK,sipiwiyiniwak Ward,316500,53.52078897,-113.585558,POINT (-113.58555802644382 53.520788973768155),100,,,RESIDENTIAL,,
1210400,,,,N,6700,STRATHCONA INDUSTRIAL PARK,Karhiio Ward,0,53.47272458,-113.4869601,POINT (-113.48696012044508 53.47272458457839),100,,,COMMERCIAL,,
1118231,,20403,5 AVENUE SW,Y,4463,RIVERVIEW AREA,sipiwiyiniwak Ward,1225000,53.42811522,-113.6735547,POINT (-113.67355468971172 53.42811521895427),100,,,RESIDENTIAL,,
1208826,,7205,183B STREET NW,N,4270,LYMBURN,sipiwiyiniwak Ward,311000,53.5062342,-113.6394391,POINT (-113.63943905622952 53.50623420176305),100,,,RESIDENTIAL,,
1201789,,15628,92 AVENUE NW,Y,4310,MEADOWLARK PARK,sipiwiyiniwak Ward,345000,53.52694139,-113.5930632,POINT (-113.59306317320502 53.52694139134312),100,,,RESIDENTIAL,,
1112788,,15403,74 AVENUE NW,Y,4430,RIO TERRACE,sipiwiyiniwak Ward,472500,53.50636233,-113.5852679,POINT (-113.5852679238145 53.50636233345145),100,,,RESIDENTIAL,,
1171966,47,3115,119 STREET NW,N,5490,SWEET GRASS,Ipiihkoohkanipiaohtsi Ward,210000,53.46280087,-113.5375251,POINT (-113.5375250781339 53.4628008739653),100,,,RESIDENTIAL,,
1213354,406,8340,JASPER AVENUE NW,N,1070,CROMDALE,Métis Ward,125000,53.55591201,-113.4703111,POINT (-113.47031114606736 53.55591201019),100,,,RESIDENTIAL,,
1127497,,12033,162 AVENUE NW,N,3180,DUNLUCE,Anirniq Ward,166000,53.62207451,-113.5323231,POINT (-113.53232312364881 53.622074510249355),100,,,RESIDENTIAL,,
